instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat,hr_cat
3910,2011-06-16,2,0,6,19,0,4,1,1,25,29,83,19,58,269,327,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3911,2011-06-16,2,0,6,20,0,4,1,1,25,29,83,22,25,176,201,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3912,2011-06-16,2,0,6,21,0,4,1,3,25,29,83,17,34,154,188,Summer,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Evening
3913,2011-06-16,2,0,6,22,0,4,1,3,25,29,83,17,24,127,151,Summer,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Evening
3914,2011-06-16,2,0,6,23,0,4,1,3,25,28,83,17,2,14,16,Summer,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Night
3915,2011-06-17,2,0,6,0,0,5,1,1,23,27,88,6,3,21,24,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3916,2011-06-17,2,0,6,1,0,5,1,1,23,27,94,9,4,19,23,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3917,2011-06-17,2,0,6,2,0,5,1,1,23,27,94,7,2,11,13,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3918,2011-06-17,2,0,6,3,0,5,1,1,23,27,94,7,1,5,6,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3919,2011-06-17,2,0,6,4,0,5,1,1,22,26,94,9,1,5,6,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3920,2011-06-17,2,0,6,5,0,5,1,1,22,26,100,0,1,12,13,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3921,2011-06-17,2,0,6,6,0,5,1,1,23,27,94,0,8,89,97,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3922,2011-06-17,2,0,6,7,0,5,1,1,25,28,83,0,25,225,250,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3923,2011-06-17,2,0,6,8,0,5,1,2,25,28,83,0,28,426,454,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3924,2011-06-17,2,0,6,9,0,5,1,1,29,33,58,13,28,196,224,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3925,2011-06-17,2,0,6,10,0,5,1,1,29,33,58,13,44,126,170,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3926,2011-06-17,2,0,6,11,0,5,1,1,28,32,69,17,43,138,181,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3927,2011-06-17,2,0,6,12,0,5,1,1,29,33,65,17,49,194,243,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
3928,2011-06-17,2,0,6,13,0,5,1,1,30,34,62,19,48,156,204,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
3929,2011-06-17,2,0,6,14,0,5,1,1,31,35,52,13,73,142,215,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Noon
3930,2011-06-17,2,0,6,15,0,5,1,1,32,35,43,15,62,181,243,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Noon
3931,2011-06-17,2,0,6,16,0,5,1,1,31,34,45,11,69,286,355,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Afternoon
3932,2011-06-17,2,0,6,17,0,5,1,3,31,34,40,13,85,467,552,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Hot,Afternoon
3933,2011-06-17,2,0,6,18,0,5,1,3,31,34,40,13,62,388,450,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Hot,Afternoon
3934,2011-06-17,2,0,6,19,0,5,1,3,26,29,83,17,53,275,328,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Evening
3935,2011-06-17,2,0,6,20,0,5,1,1,26,30,78,7,40,192,232,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3936,2011-06-17,2,0,6,21,0,5,1,1,26,30,78,6,49,159,208,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3937,2011-06-17,2,0,6,22,0,5,1,1,25,28,88,9,48,127,175,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3938,2011-06-17,2,0,6,23,0,5,1,1,25,29,83,9,37,141,178,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3939,2011-06-18,2,0,6,0,0,6,0,1,25,28,88,9,21,83,104,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3940,2011-06-18,2,0,6,1,0,6,0,1,25,29,83,7,15,80,95,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3941,2011-06-18,2,0,6,2,0,6,0,1,25,27,88,0,16,37,53,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3942,2011-06-18,2,0,6,3,0,6,0,1,25,27,88,6,4,16,20,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3943,2011-06-18,2,0,6,4,0,6,0,1,25,27,88,6,1,4,5,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3944,2011-06-18,2,0,6,5,0,6,0,1,25,29,83,0,1,6,7,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3945,2011-06-18,2,0,6,6,0,6,0,1,25,29,83,7,9,18,27,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3946,2011-06-18,2,0,6,7,0,6,0,1,26,30,78,9,12,45,57,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3947,2011-06-18,2,0,6,8,0,6,0,1,27,30,78,6,28,103,131,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3948,2011-06-18,2,0,6,9,0,6,0,1,29,33,61,15,62,156,218,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3949,2011-06-18,2,0,6,10,0,6,0,1,30,34,62,13,68,176,244,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3950,2011-06-18,2,0,6,11,0,6,0,1,30,34,62,9,134,270,404,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
3951,2011-06-18,2,0,6,12,0,6,0,1,30,35,66,6,162,258,420,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
3952,2011-06-18,2,0,6,13,0,6,0,1,31,35,55,0,135,192,327,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Noon
3953,2011-06-18,2,0,6,14,0,6,0,2,33,36,46,19,138,196,334,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Noon
3954,2011-06-18,2,0,6,15,0,6,0,2,34,38,46,9,153,214,367,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Noon
3955,2011-06-18,2,0,6,16,0,6,0,2,31,35,52,15,193,275,468,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Afternoon
3956,2011-06-18,2,0,6,17,0,6,0,2,31,34,48,11,210,239,449,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Afternoon
3957,2011-06-18,2,0,6,18,0,6,0,2,30,34,55,13,118,263,381,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Afternoon
3958,2011-06-18,2,0,6,19,0,6,0,2,30,33,51,7,99,227,326,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
3959,2011-06-18,2,0,6,20,0,6,0,2,30,33,58,9,61,127,188,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
3960,2011-06-18,2,0,6,21,0,6,0,2,30,34,66,7,58,125,183,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
3961,2011-06-18,2,0,6,22,0,6,0,2,30,34,62,9,56,105,161,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
3962,2011-06-18,2,0,6,23,0,6,0,2,30,34,62,0,53,97,150,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
3963,2011-06-19,2,0,6,0,0,0,0,1,29,33,65,0,18,71,89,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3964,2011-06-19,2,0,6,1,0,0,0,2,29,33,65,6,17,59,76,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
3965,2011-06-19,2,0,6,2,0,0,0,1,28,32,74,6,13,59,72,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3966,2011-06-19,2,0,6,3,0,0,0,2,27,30,78,9,14,16,30,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
3967,2011-06-19,2,0,6,4,0,0,0,2,27,31,74,9,7,10,17,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
3968,2011-06-19,2,0,6,5,0,0,0,2,27,30,78,0,7,12,19,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3969,2011-06-19,2,0,6,6,0,0,0,2,27,30,78,11,11,22,33,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3970,2011-06-19,2,0,6,7,0,0,0,2,27,30,78,11,35,36,71,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3971,2011-06-19,2,0,6,8,0,0,0,3,28,32,74,7,25,59,84,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Morning
3972,2011-06-19,2,0,6,9,0,0,0,2,28,32,74,7,58,111,169,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3973,2011-06-19,2,0,6,10,0,0,0,2,29,33,61,7,86,158,244,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3974,2011-06-19,2,0,6,11,0,0,0,2,30,33,58,6,141,236,377,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3975,2011-06-19,2,0,6,12,0,0,0,2,30,34,55,6,141,255,396,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Noon
3976,2011-06-19,2,0,6,13,0,0,0,2,30,33,51,0,149,214,363,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Noon
3977,2011-06-19,2,0,6,14,0,0,0,3,30,34,58,7,124,193,317,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Noon
3978,2011-06-19,2,0,6,15,0,0,0,2,30,34,55,7,146,216,362,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Noon
3979,2011-06-19,2,0,6,16,0,0,0,2,31,34,48,0,121,257,378,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Afternoon
3980,2011-06-19,2,0,6,17,0,0,0,1,30,33,51,0,159,238,397,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
3981,2011-06-19,2,0,6,18,0,0,0,2,30,34,58,6,78,218,296,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Afternoon
3982,2011-06-19,2,0,6,19,0,0,0,1,30,34,62,9,94,217,311,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3983,2011-06-19,2,0,6,20,0,0,0,1,29,33,70,13,86,146,232,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3984,2011-06-19,2,0,6,21,0,0,0,1,28,32,79,9,57,110,167,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3985,2011-06-19,2,0,6,22,0,0,0,1,27,30,78,15,38,114,152,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
3986,2011-06-19,2,0,6,23,0,0,0,1,27,30,78,13,14,78,92,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3987,2011-06-20,2,0,6,0,0,1,1,1,27,30,83,11,7,19,26,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3988,2011-06-20,2,0,6,1,0,1,1,1,26,29,89,6,9,3,12,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3989,2011-06-20,2,0,6,2,0,1,1,1,26,29,89,6,2,0,2,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
3990,2011-06-20,2,0,6,3,0,1,1,3,26,29,89,0,1,0,1,Summer,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Night
3991,2011-06-20,2,0,6,4,0,1,1,3,25,28,88,11,1,2,3,Summer,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Night
3992,2011-06-20,2,0,6,5,0,1,1,3,25,29,83,9,0,3,3,Summer,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Morning
3993,2011-06-20,2,0,6,6,0,1,1,3,25,29,78,9,1,25,26,Summer,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Morning
3994,2011-06-20,2,0,6,7,0,1,1,3,23,27,88,13,0,46,46,Summer,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Morning
3995,2011-06-20,2,0,6,8,0,1,1,3,23,27,83,13,12,209,221,Summer,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Morning
3996,2011-06-20,2,0,6,9,0,1,1,2,25,29,78,17,19,200,219,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3997,2011-06-20,2,0,6,10,0,1,1,2,25,29,78,17,33,58,91,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3998,2011-06-20,2,0,6,11,0,1,1,2,25,29,78,7,27,67,94,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
3999,2011-06-20,2,0,6,12,0,1,1,2,25,30,69,7,33,129,162,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Noon
4000,2011-06-20,2,0,6,13,0,1,1,1,26,30,65,7,50,129,179,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
4001,2011-06-20,2,0,6,14,0,1,1,1,27,31,61,7,45,130,175,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
4002,2011-06-20,2,0,6,15,0,1,1,1,27,31,61,9,66,139,205,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
4003,2011-06-20,2,0,6,16,0,1,1,1,29,33,58,11,61,238,299,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
4004,2011-06-20,2,0,6,17,0,1,1,1,29,33,54,0,81,484,565,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
4005,2011-06-20,2,0,6,18,0,1,1,1,29,33,61,17,64,474,538,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Afternoon
4006,2011-06-20,2,0,6,19,0,1,1,1,27,31,65,15,62,369,431,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
4007,2011-06-20,2,0,6,20,0,1,1,1,27,31,69,15,52,264,316,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
4008,2011-06-20,2,0,6,21,0,1,1,1,26,30,73,11,39,167,206,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
4009,2011-06-20,2,0,6,22,0,1,1,2,26,30,73,15,24,106,130,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
4010,2011-06-20,2,0,6,23,0,1,1,1,25,30,78,17,10,50,60,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4011,2011-06-21,3,0,6,0,0,2,1,1,25,30,78,11,10,23,33,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4012,2011-06-21,3,0,6,1,0,2,1,3,25,30,78,11,2,12,14,Autumn,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Night
4013,2011-06-21,3,0,6,2,0,2,1,3,25,29,83,11,1,5,6,Autumn,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Night
4014,2011-06-21,3,0,6,3,0,2,1,3,25,29,83,11,0,2,2,Autumn,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Night
4015,2011-06-21,3,0,6,4,0,2,1,2,25,27,88,7,2,7,9,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
4016,2011-06-21,3,0,6,5,0,2,1,2,25,27,88,9,3,22,25,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
4017,2011-06-21,3,0,6,6,0,2,1,2,25,27,88,9,8,107,115,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
4018,2011-06-21,3,0,6,7,0,2,1,2,25,26,94,0,21,288,309,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
4019,2011-06-21,3,0,6,8,0,2,1,2,25,28,88,7,33,368,401,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
4020,2011-06-21,3,0,6,9,0,2,1,2,25,28,88,17,32,243,275,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
4021,2011-06-21,3,0,6,10,0,2,1,2,26,29,83,13,41,120,161,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Morning
4022,2011-06-21,3,0,6,11,0,2,1,1,27,30,83,11,52,119,171,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4023,2011-06-21,3,0,6,12,0,2,1,1,29,33,74,11,40,149,189,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
4024,2011-06-21,3,0,6,13,0,2,1,1,30,35,66,11,49,158,207,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Noon
4025,2011-06-21,3,0,6,14,0,2,1,1,31,36,62,15,44,108,152,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Noon
4026,2011-06-21,3,0,6,15,0,2,1,1,32,37,59,17,42,128,170,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Noon
4027,2011-06-21,3,0,6,16,0,2,1,1,33,39,59,15,62,273,335,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Afternoon
4028,2011-06-21,3,0,6,17,0,2,1,1,32,38,66,15,65,507,572,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Hot,Afternoon
4029,2011-06-21,3,0,6,18,0,2,1,2,31,36,70,17,67,469,536,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Afternoon
4030,2011-06-21,3,0,6,19,0,2,1,2,30,36,74,15,67,358,425,Autumn,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
4031,2011-06-21,3,0,6,20,0,2,1,3,30,35,70,15,72,254,326,Autumn,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Warm,Evening
4032,2011-06-21,3,0,6,21,0,2,1,1,30,35,74,13,38,191,229,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
4033,2011-06-21,3,0,6,22,0,2,1,1,29,33,79,7,12,97,109,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
4034,2011-06-21,3,0,6,23,0,2,1,1,29,33,74,7,11,53,64,Autumn,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4035,2011-06-22,3,0,6,0,0,3,1,1,27,30,78,13,15,18,33,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4036,2011-06-22,3,0,6,1,0,3,1,1,27,30,78,9,2,19,21,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4037,2011-06-22,3,0,6,2,0,3,1,1,27,30,78,0,2,5,7,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4038,2011-06-22,3,0,6,3,0,3,1,1,27,30,78,9,0,7,7,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4039,2011-06-22,3,0,6,4,0,3,1,1,26,29,83,0,3,8,11,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4040,2011-06-22,3,0,6,5,0,3,1,1,26,29,89,0,2,21,23,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4041,2011-06-22,3,0,6,6,0,3,1,1,27,30,83,0,12,110,122,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4042,2011-06-22,3,0,6,7,0,3,1,1,29,33,79,0,23,288,311,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4043,2011-06-22,3,0,6,8,0,3,1,1,30,35,74,7,27,396,423,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4044,2011-06-22,3,0,6,9,0,3,1,1,30,35,79,11,14,205,219,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4045,2011-06-22,3,0,6,10,0,3,1,1,30,35,70,17,31,104,135,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4046,2011-06-22,3,0,6,11,0,3,1,1,30,35,70,11,37,108,145,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4047,2011-06-22,3,0,6,12,0,3,1,2,33,39,59,15,44,144,188,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Noon
4048,2011-06-22,3,0,6,13,0,3,1,2,34,39,56,17,34,113,147,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Noon
4049,2011-06-22,3,0,6,14,0,3,1,2,34,39,52,19,32,113,145,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Noon
4050,2011-06-22,3,0,6,15,0,3,1,2,34,39,56,19,32,114,146,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Noon
4051,2011-06-22,3,0,6,16,0,3,1,2,34,40,59,22,34,224,258,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Afternoon
4052,2011-06-22,3,0,6,17,0,3,1,2,33,38,55,26,67,462,529,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Afternoon
4053,2011-06-22,3,0,6,18,0,3,1,2,33,39,59,17,66,447,513,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Afternoon
4054,2011-06-22,3,0,6,19,0,3,1,2,33,37,52,17,62,280,342,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Hot,Evening
4055,2011-06-22,3,0,6,20,0,3,1,1,30,36,74,9,52,230,282,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
4056,2011-06-22,3,0,6,21,0,3,1,1,30,36,79,11,31,216,247,Autumn,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Evening
4057,2011-06-22,3,0,6,22,0,3,1,2,30,35,79,13,25,123,148,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Evening
4058,2011-06-22,3,0,6,23,0,3,1,2,30,35,79,15,14,91,105,Autumn,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
4059,2011-06-23,3,0,6,0,0,4,1,1,30,35,79,15,5,44,49,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4060,2011-06-23,3,0,6,1,0,4,1,1,30,35,74,15,5,26,31,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4061,2011-06-23,3,0,6,2,0,4,1,1,30,35,74,15,0,4,4,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Night
4062,2011-06-23,3,0,6,3,0,4,1,2,30,35,74,11,1,4,5,Autumn,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
4063,2011-06-23,3,0,6,4,0,4,1,2,29,33,79,9,0,7,7,Autumn,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm,Night
4064,2011-06-23,3,0,6,5,0,4,1,1,30,35,74,11,2,22,24,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
4065,2011-06-23,3,0,6,6,0,4,1,1,30,35,74,11,8,92,100,Autumn,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm,Morning
