instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new
2517,2011-04-19,2,0,4,18,0,2,1,2,22,26,64,9,44,377,421,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2518,2011-04-19,2,0,4,19,0,2,1,2,20,24,72,13,28,248,276,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2519,2011-04-19,2,0,4,20,0,2,1,2,20,24,72,15,20,148,168,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2520,2011-04-19,2,0,4,21,0,2,1,2,20,24,72,9,8,114,122,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2521,2011-04-19,2,0,4,22,0,2,1,1,20,23,77,6,3,109,112,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2522,2011-04-19,2,0,4,23,0,2,1,1,19,23,88,6,11,41,52,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2523,2011-04-20,2,0,4,0,0,3,1,1,18,22,88,9,4,29,33,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2524,2011-04-20,2,0,4,1,0,3,1,1,17,21,94,11,2,5,7,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2525,2011-04-20,2,0,4,2,0,3,1,1,17,21,94,11,0,2,2,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2526,2011-04-20,2,0,4,3,0,3,1,1,17,21,94,0,0,2,2,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2527,2011-04-20,2,0,4,4,0,3,1,1,16,20,100,7,5,4,9,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2528,2011-04-20,2,0,4,5,0,3,1,1,16,20,94,13,1,14,15,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2529,2011-04-20,2,0,4,6,0,3,1,1,17,21,94,11,2,62,64,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2530,2011-04-20,2,0,4,7,0,3,1,1,18,22,94,0,26,211,237,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2531,2011-04-20,2,0,4,8,0,3,1,1,25,30,69,31,22,374,396,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2532,2011-04-20,2,0,4,9,0,3,1,1,27,31,61,19,27,170,197,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2533,2011-04-20,2,0,4,10,0,3,1,1,25,30,69,6,45,86,131,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2534,2011-04-20,2,0,4,11,0,3,1,1,25,30,69,6,31,87,118,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2535,2011-04-20,2,0,4,12,0,3,1,1,29,33,48,26,28,117,145,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2536,2011-04-20,2,0,4,13,0,3,1,1,29,33,48,26,42,135,177,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2537,2011-04-20,2,0,4,14,0,3,1,1,30,33,40,31,33,115,148,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2538,2011-04-20,2,0,4,15,0,3,1,2,31,33,35,24,32,113,145,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2539,2011-04-20,2,0,4,16,0,3,1,2,31,33,35,24,54,201,255,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2540,2011-04-20,2,0,4,17,0,3,1,2,30,33,37,28,34,398,432,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2541,2011-04-20,2,0,4,18,0,3,1,1,30,33,30,24,56,385,441,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2542,2011-04-20,2,0,4,19,0,3,1,1,29,32,32,17,74,309,383,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2543,2011-04-20,2,0,4,20,0,3,1,1,28,31,32,7,31,194,225,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2544,2011-04-20,2,0,4,21,0,3,1,1,27,31,36,19,38,134,172,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2545,2011-04-20,2,0,4,22,0,3,1,1,25,31,41,17,12,105,117,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2546,2011-04-20,2,0,4,23,0,3,1,1,25,31,40,22,14,79,93,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2547,2011-04-21,2,0,4,0,0,4,1,1,23,27,43,24,11,33,44,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2548,2011-04-21,2,0,4,1,0,4,1,1,21,25,45,15,6,20,26,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2549,2011-04-21,2,0,4,2,0,4,1,1,20,24,42,26,3,10,13,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2550,2011-04-21,2,0,4,3,0,4,1,2,19,23,51,31,4,3,7,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2551,2011-04-21,2,0,4,4,0,4,1,2,18,22,54,30,2,4,6,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2552,2011-04-21,2,0,4,5,0,4,1,2,17,21,54,37,0,14,14,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2553,2011-04-21,2,0,4,6,0,4,1,2,16,20,58,39,2,73,75,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2554,2011-04-21,2,0,4,7,0,4,1,2,17,21,47,31,15,183,198,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2555,2011-04-21,2,0,4,8,0,4,1,2,16,20,50,33,19,346,365,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2556,2011-04-21,2,0,4,9,0,4,1,2,17,21,47,19,18,178,196,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2557,2011-04-21,2,0,4,10,0,4,1,1,17,21,44,24,25,73,98,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2558,2011-04-21,2,0,4,11,0,4,1,1,18,22,41,19,34,99,133,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2559,2011-04-21,2,0,4,12,0,4,1,1,19,23,38,11,49,150,199,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2560,2011-04-21,2,0,4,13,0,4,1,1,20,23,33,22,55,122,177,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2561,2011-04-21,2,0,4,14,0,4,1,1,20,24,34,26,68,160,228,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2562,2011-04-21,2,0,4,15,0,4,1,1,21,25,29,28,69,166,235,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2563,2011-04-21,2,0,4,16,0,4,1,1,21,25,27,24,66,228,294,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2564,2011-04-21,2,0,4,17,0,4,1,1,20,24,29,11,79,402,481,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2565,2011-04-21,2,0,4,18,0,4,1,1,20,24,25,19,71,381,452,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2566,2011-04-21,2,0,4,19,0,4,1,1,19,23,28,19,52,272,324,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2567,2011-04-21,2,0,4,20,0,4,1,1,18,22,30,9,28,176,204,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2568,2011-04-21,2,0,4,21,0,4,1,1,17,21,47,13,25,159,184,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2569,2011-04-21,2,0,4,22,0,4,1,1,17,21,38,6,31,106,137,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2570,2011-04-21,2,0,4,23,0,4,1,1,16,20,43,7,13,86,99,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2571,2011-04-22,2,0,4,0,0,5,1,1,15,17,62,13,3,30,33,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2572,2011-04-22,2,0,4,1,0,5,1,1,15,17,53,17,2,22,24,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2573,2011-04-22,2,0,4,2,0,5,1,1,15,17,53,20,2,7,9,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2574,2011-04-22,2,0,4,3,0,5,1,1,15,17,53,20,0,2,2,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2575,2011-04-22,2,0,4,4,0,5,1,1,14,16,53,19,1,2,3,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2576,2011-04-22,2,0,4,5,0,5,1,1,14,16,53,15,0,16,16,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2577,2011-04-22,2,0,4,6,0,5,1,1,14,16,53,19,2,47,49,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2578,2011-04-22,2,0,4,7,0,5,1,2,14,16,53,19,5,175,180,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2579,2011-04-22,2,0,4,8,0,5,1,2,14,16,53,17,15,331,346,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2580,2011-04-22,2,0,4,9,0,5,1,3,14,15,61,20,17,178,195,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2581,2011-04-22,2,0,4,10,0,5,1,2,15,17,62,13,32,104,136,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2582,2011-04-22,2,0,4,11,0,5,1,3,14,17,66,13,23,83,106,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2583,2011-04-22,2,0,4,12,0,5,1,3,14,17,76,9,19,61,80,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2584,2011-04-22,2,0,4,13,0,5,1,3,14,17,87,13,3,37,40,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2585,2011-04-22,2,0,4,14,0,5,1,3,14,16,87,17,3,33,36,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2586,2011-04-22,2,0,4,15,0,5,1,3,14,17,87,13,13,62,75,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2587,2011-04-22,2,0,4,16,0,5,1,3,14,17,87,9,4,58,62,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2588,2011-04-22,2,0,4,17,0,5,1,3,13,15,93,15,6,63,69,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2589,2011-04-22,2,0,4,18,0,5,1,3,13,15,93,15,4,47,51,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2590,2011-04-22,2,0,4,19,0,5,1,3,13,15,93,15,7,48,55,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2591,2011-04-22,2,0,4,20,0,5,1,3,13,15,87,15,8,39,47,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2592,2011-04-22,2,0,4,21,0,5,1,3,12,15,93,11,5,23,28,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2593,2011-04-22,2,0,4,22,0,5,1,3,12,15,100,9,3,21,24,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2594,2011-04-22,2,0,4,23,0,5,1,3,13,17,93,7,0,17,17,Summer,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2595,2011-04-23,2,0,4,0,0,6,0,2,13,16,100,13,0,18,18,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2596,2011-04-23,2,0,4,1,0,6,0,2,13,16,100,13,5,11,16,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2597,2011-04-23,2,0,4,2,0,6,0,3,13,17,100,9,3,14,17,Summer,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2598,2011-04-23,2,0,4,3,0,6,0,3,13,17,100,6,0,4,4,Summer,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2599,2011-04-23,2,0,4,4,0,6,0,3,14,18,100,0,2,3,5,Summer,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2600,2011-04-23,2,0,4,5,0,6,0,3,14,18,100,0,1,6,7,Summer,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2601,2011-04-23,2,0,4,6,0,6,0,2,14,17,100,11,0,11,11,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2602,2011-04-23,2,0,4,7,0,6,0,3,14,17,100,11,2,17,19,Summer,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2603,2011-04-23,2,0,4,8,0,6,0,2,15,17,100,17,15,32,47,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2604,2011-04-23,2,0,4,9,0,6,0,2,16,20,94,20,13,55,68,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2605,2011-04-23,2,0,4,10,0,6,0,2,17,21,88,15,36,93,129,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2606,2011-04-23,2,0,4,11,0,6,0,2,19,23,88,15,68,164,232,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2607,2011-04-23,2,0,4,12,0,6,0,1,21,25,83,28,94,197,291,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2608,2011-04-23,2,0,4,13,0,6,0,1,21,25,83,26,126,186,312,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2609,2011-04-23,2,0,4,14,0,6,0,1,24,27,78,24,182,209,391,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2610,2011-04-23,2,0,4,15,0,6,0,1,25,30,73,26,171,226,397,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2611,2011-04-23,2,0,4,16,0,6,0,1,25,30,73,19,180,246,426,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2612,2011-04-23,2,0,4,17,0,6,0,1,25,30,73,22,168,215,383,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2613,2011-04-23,2,0,4,18,0,6,0,1,24,27,78,13,149,227,376,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2614,2011-04-23,2,0,4,19,0,6,0,1,23,27,83,19,84,199,283,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2615,2011-04-23,2,0,4,20,0,6,0,2,22,26,88,17,45,138,183,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2616,2011-04-23,2,0,4,21,0,6,0,2,23,27,83,19,32,103,135,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2617,2011-04-23,2,0,4,22,0,6,0,2,24,27,78,17,55,114,169,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2618,2011-04-23,2,0,4,23,0,6,0,2,22,26,88,11,31,86,117,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2619,2011-04-24,2,0,4,0,0,0,0,1,21,25,83,15,30,66,96,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2620,2011-04-24,2,0,4,1,0,0,0,1,20,24,88,13,14,40,54,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2621,2011-04-24,2,0,4,2,0,0,0,1,20,24,88,13,27,45,72,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2622,2011-04-24,2,0,4,3,0,0,0,1,20,24,94,6,4,20,24,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2623,2011-04-24,2,0,4,4,0,0,0,1,20,24,94,6,0,5,5,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2624,2011-04-24,2,0,4,5,0,0,0,1,20,24,94,6,5,7,12,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2625,2011-04-24,2,0,4,6,0,0,0,2,20,24,100,0,10,3,13,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2626,2011-04-24,2,0,4,7,0,0,0,2,20,24,100,0,16,11,27,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2627,2011-04-24,2,0,4,8,0,0,0,1,21,25,94,15,38,42,80,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2628,2011-04-24,2,0,4,9,0,0,0,1,23,27,88,17,73,104,177,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2629,2011-04-24,2,0,4,10,0,0,0,1,25,29,78,11,118,171,289,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2630,2011-04-24,2,0,4,11,0,0,0,1,27,31,65,9,124,193,317,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2631,2011-04-24,2,0,4,12,0,0,0,1,28,32,65,17,168,220,388,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2632,2011-04-24,2,0,4,13,0,0,0,1,29,33,58,19,205,236,441,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2633,2011-04-24,2,0,4,14,0,0,0,1,29,33,54,22,197,223,420,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2634,2011-04-24,2,0,4,15,0,0,0,1,27,31,61,17,167,202,369,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2635,2011-04-24,2,0,4,16,0,0,0,1,30,33,48,26,162,197,359,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2636,2011-04-24,2,0,4,17,0,0,0,1,27,31,65,20,142,189,331,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2637,2011-04-24,2,0,4,18,0,0,0,1,26,30,69,11,96,174,270,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2638,2011-04-24,2,0,4,19,0,0,0,3,25,28,83,19,62,132,194,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2639,2011-04-24,2,0,4,20,0,0,0,3,25,28,83,19,34,71,105,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2640,2011-04-24,2,0,4,21,0,0,0,3,22,26,94,11,8,53,61,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2641,2011-04-24,2,0,4,22,0,0,0,3,22,26,100,11,5,40,45,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2642,2011-04-24,2,0,4,23,0,0,0,3,22,26,100,6,5,37,42,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2643,2011-04-25,2,0,4,0,0,1,1,3,21,25,100,0,2,10,12,Summer,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
2644,2011-04-25,2,0,4,1,0,1,1,1,22,26,100,6,2,8,10,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2645,2011-04-25,2,0,4,2,0,1,1,1,22,26,100,6,1,9,10,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2646,2011-04-25,2,0,4,3,0,1,1,2,20,24,100,7,2,8,10,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2647,2011-04-25,2,0,4,4,0,1,1,2,21,25,100,0,1,4,5,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2648,2011-04-25,2,0,4,5,0,1,1,2,19,23,100,0,3,14,17,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2649,2011-04-25,2,0,4,6,0,1,1,2,20,24,100,0,7,59,66,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2650,2011-04-25,2,0,4,7,0,1,1,2,21,25,100,6,13,183,196,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
2651,2011-04-25,2,0,4,8,0,1,1,1,23,27,88,7,27,326,353,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2652,2011-04-25,2,0,4,9,0,1,1,1,25,28,83,9,27,147,174,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2653,2011-04-25,2,0,4,10,0,1,1,1,26,30,73,15,61,64,125,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2654,2011-04-25,2,0,4,11,0,1,1,1,26,30,73,15,53,94,147,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2655,2011-04-25,2,0,4,12,0,1,1,1,27,31,74,17,48,140,188,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2656,2011-04-25,2,0,4,13,0,1,1,1,29,33,65,15,57,146,203,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2657,2011-04-25,2,0,4,14,0,1,1,1,30,33,54,15,47,99,146,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2658,2011-04-25,2,0,4,15,0,1,1,1,30,33,51,15,50,125,175,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2659,2011-04-25,2,0,4,16,0,1,1,1,29,33,54,24,41,198,239,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2660,2011-04-25,2,0,4,17,0,1,1,1,29,33,54,20,80,441,521,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2661,2011-04-25,2,0,4,18,0,1,1,1,28,32,57,24,74,425,499,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2662,2011-04-25,2,0,4,19,0,1,1,1,27,31,57,22,62,320,382,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2663,2011-04-25,2,0,4,20,0,1,1,1,27,31,61,19,42,195,237,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2664,2011-04-25,2,0,4,21,0,1,1,1,25,30,69,17,41,149,190,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2665,2011-04-25,2,0,4,22,0,1,1,1,25,30,73,20,23,83,106,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2666,2011-04-25,2,0,4,23,0,1,1,1,24,27,78,19,9,53,62,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2667,2011-04-26,2,0,4,0,0,2,1,1,25,30,69,19,10,17,27,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2668,2011-04-26,2,0,4,1,0,2,1,1,25,30,73,19,16,5,21,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2669,2011-04-26,2,0,4,2,0,2,1,1,23,27,83,22,17,9,26,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2670,2011-04-26,2,0,4,3,0,2,1,1,22,26,88,19,17,4,21,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2671,2011-04-26,2,0,4,4,0,2,1,1,23,27,83,17,2,4,6,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2672,2011-04-26,2,0,4,5,0,2,1,1,22,26,88,17,0,16,16,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2673,2011-04-26,2,0,4,6,0,2,1,1,23,27,88,15,0,80,80,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2674,2011-04-26,2,0,4,7,0,2,1,1,24,27,83,20,16,254,270,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2675,2011-04-26,2,0,4,8,0,2,1,1,24,27,83,20,32,417,449,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2676,2011-04-26,2,0,4,9,0,2,1,1,26,30,73,24,35,164,199,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2677,2011-04-26,2,0,4,10,0,2,1,1,27,31,69,24,22,98,120,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2678,2011-04-26,2,0,4,11,0,2,1,1,28,32,65,26,40,132,172,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2679,2011-04-26,2,0,4,12,0,2,1,1,29,33,61,28,40,146,186,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2680,2011-04-26,2,0,4,13,0,2,1,1,30,33,51,30,37,139,176,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2681,2011-04-26,2,0,4,14,0,2,1,1,30,33,58,22,40,115,155,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2682,2011-04-26,2,0,4,15,0,2,1,1,29,33,61,24,34,119,153,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2683,2011-04-26,2,0,4,16,0,2,1,1,29,33,58,26,40,251,291,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2684,2011-04-26,2,0,4,17,0,2,1,1,28,32,61,24,66,455,521,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2685,2011-04-26,2,0,4,18,0,2,1,1,28,32,65,30,65,463,528,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2686,2011-04-26,2,0,4,19,0,2,1,1,26,30,73,28,42,286,328,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
2687,2011-04-26,2,0,4,20,0,2,1,1,26,30,73,24,35,199,234,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
