,Year_Birth,Education,Income,NumWebVisitsMonth,Total_Day,Total_Cmp,Total_Purchase,Total_Child,Cluster
2099,1973,Graduation,65333.0,6,163,2.0,28.0,1.0,3
2100,1957,Graduation,78499.0,4,218,2.0,19.0,0.0,4
2101,1971,PhD,29732.0,9,96,0.0,5.0,1.0,1
2102,1960,Master,41275.0,5,97,0.0,11.0,3.0,1
2103,1973,PhD,63516.0,5,358,0.0,16.0,2.0,3
2104,1962,PhD,42769.0,4,260,0.0,8.0,1.0,1
2105,1958,Master,49572.0,7,196,0.0,7.0,2.0,2
2106,1972,Graduation,69209.0,4,650,1.0,16.0,0.0,3
2107,1976,Graduation,17148.0,8,152,0.0,11.0,1.0,0
2108,1969,Graduation,40590.0,6,270,1.0,15.0,2.0,1
2109,1976,Master,30560.0,7,367,0.0,5.0,1.0,1
2110,1983,2n Cycle,32146.0,6,48,0.0,8.0,1.0,1
2111,1964,2n Cycle,41713.0,6,61,0.0,13.0,2.0,1
2112,1975,Master,34176.0,3,158,0.0,5.0,1.0,1
2113,1955,PhD,58482.0,6,109,1.0,22.0,1.0,2
2114,1965,Graduation,59686.0,4,155,0.0,12.0,1.0,3
2115,1964,PhD,60896.0,6,626,1.0,26.0,1.0,3
2116,1980,Graduation,62994.0,6,117,0.0,13.0,1.0,3
2117,1957,Graduation,47320.0,6,332,0.0,20.0,1.0,2
2118,1949,2n Cycle,74859.0,3,391,1.0,23.0,0.0,4
2119,1992,Basic,15253.0,7,244,0.0,6.0,1.0,0
2120,1974,PhD,31560.0,8,370,0.0,8.0,1.0,1
2121,1954,Graduation,72071.0,2,500,0.0,20.0,1.0,3
2122,1990,Master,91172.0,3,459,5.0,14.0,0.0,4
2123,1984,Graduation,90000.0,1,188,3.0,18.0,0.0,4
2124,1981,Graduation,41967.0,4,218,0.0,5.0,2.0,1
2125,1965,Graduation,69263.0,6,116,1.0,18.0,1.0,3
2126,1970,2n Cycle,65706.0,7,366,4.0,27.0,0.0,3
2127,1975,Graduation,60934.0,4,163,0.0,23.0,1.0,3
2128,1951,Graduation,71965.0,3,335,0.0,17.0,1.0,3
2129,1955,Graduation,65210.0,6,111,2.0,22.0,1.0,3
2130,1975,PhD,79174.0,2,534,3.0,19.0,0.0,4
2131,1967,Master,81380.0,2,554,0.0,17.0,0.0,4
2132,1973,PhD,48432.0,8,619,0.0,19.0,1.0,2
2133,1971,Graduation,52914.0,7,538,1.0,15.0,1.0,2
2134,1955,Graduation,38946.0,5,248,0.0,12.0,1.0,1
2135,1974,Graduation,26067.0,8,237,0.0,9.0,1.0,0
2136,1972,PhD,44325.0,8,479,1.0,21.0,1.0,2
2137,1964,Graduation,42523.0,2,67,0.0,7.0,0.0,1
2138,1978,Basic,26487.0,5,405,0.0,9.0,1.0,0
2139,1957,2n Cycle,53233.0,4,103,0.0,5.0,1.0,2
2140,1960,Graduation,67716.0,5,535,1.0,28.0,1.0,3
2141,1972,Master,76234.0,3,143,1.0,23.0,1.0,4
2142,1956,PhD,84117.0,2,49,1.0,24.0,0.0,4
2143,1957,Master,65487.0,2,170,0.0,17.0,0.0,3
2144,1972,Basic,25224.0,3,105,0.0,7.0,1.0,0
2145,1983,Master,89616.0,2,489,1.0,25.0,0.0,4
2146,1971,Graduation,40851.0,7,493,0.0,5.0,2.0,1
2147,1947,Graduation,27469.0,6,696,0.0,4.0,0.0,0
2148,1957,2n Cycle,82347.0,3,600,3.0,25.0,0.0,4
2149,1957,Graduation,73803.0,6,697,2.0,22.0,1.0,3
2150,1952,Master,8820.0,8,464,0.0,10.0,2.0,0
2151,1974,Graduation,43322.0,7,69,0.0,8.0,0.0,1
2152,1973,Graduation,55593.0,6,312,1.0,17.0,1.0,2
2153,1954,Graduation,50501.0,6,376,2.0,20.0,2.0,2
2154,1975,Graduation,37085.0,8,3,0.0,10.0,2.0,1
2155,1990,Basic,16185.0,8,328,0.0,8.0,1.0,0
2156,1969,Graduation,57731.0,6,583,0.0,26.0,1.0,2
2157,1973,PhD,48432.0,8,619,1.0,19.0,1.0,2
2158,1978,Graduation,73807.0,2,543,0.0,23.0,1.0,3
2159,1990,Graduation,18929.0,6,498,0.0,6.0,0.0,0
2160,1968,Graduation,35893.0,8,622,0.0,15.0,2.0,1
2161,1980,Graduation,61014.0,7,687,0.0,20.0,1.0,3
2162,1954,Graduation,32144.0,7,98,1.0,10.0,2.0,1
2163,1963,Basic,14918.0,6,569,0.0,5.0,1.0,0
2164,1963,Graduation,45146.0,4,349,0.0,6.0,2.0,2
2165,1955,2n Cycle,41769.0,8,501,0.0,22.0,1.0,1
2166,1981,Graduation,88325.0,2,144,0.0,18.0,0.0,4
2167,1950,Master,38054.0,7,59,0.0,7.0,2.0,1
2168,1995,2n Cycle,80617.0,2,625,0.0,19.0,0.0,4
2169,1976,Graduation,5305.0,13,334,0.0,1.0,1.0,0
2170,1954,Graduation,36807.0,6,556,0.0,4.0,2.0,1
2171,1983,Graduation,28427.0,8,465,0.0,7.0,1.0,0
2172,1948,PhD,82032.0,1,85,0.0,17.0,0.0,4
2173,1978,Graduation,22775.0,8,375,0.0,4.0,1.0,0
2174,1985,Master,40101.0,7,623,0.0,17.0,1.0,1
2175,1979,Graduation,58025.0,4,215,0.0,18.0,1.0,2
2176,1982,Master,75777.0,1,360,3.0,21.0,0.0,4
2177,1979,2n Cycle,7500.0,7,418,0.0,11.0,1.0,0
2178,1963,Master,33562.0,4,4,0.0,9.0,3.0,1
2179,1970,PhD,57642.0,4,171,1.0,22.0,1.0,2
2180,1968,Graduation,58554.0,7,641,0.0,22.0,2.0,2
2181,1979,Graduation,63777.0,8,462,0.0,26.0,2.0,3
2182,1962,Graduation,57967.0,5,483,0.0,19.0,1.0,2
2183,1972,Graduation,24434.0,7,42,0.0,7.0,2.0,0
2184,1984,Graduation,11012.0,9,470,1.0,9.0,1.0,0
2185,1970,Master,44802.0,8,677,0.0,27.0,0.0,2
2186,1986,Graduation,26816.0,4,681,0.0,4.0,0.0,0
2187,1974,Graduation,34421.0,7,363,0.0,4.0,1.0,1
2188,1967,Graduation,61223.0,5,381,0.0,18.0,1.0,3
2189,1946,PhD,64014.0,7,19,1.0,22.0,3.0,3
2190,1981,Graduation,56981.0,6,155,1.0,19.0,0.0,2
2191,1956,Master,69245.0,3,156,0.0,23.0,1.0,3
2192,1954,PhD,52869.0,7,622,1.0,11.0,2.0,2
